Player,Team,Position,MatchDate,MatchTime,Match,HomeAway,Result,HomeScore,AwayScore,Goals,Yellow cards,Red cards,Individual possession,Successful forward passes,Crosses in game,Crosses on restart of play,Shots,Shots on target,50/50 Ground challenges,50/50 air challenges,Tackles made,Tackles received,Dribble made,Dribble conceeded,Balls won,Balls lost,Passes towards final thirds,Fouls made,Fouls conceeded,Offsides,Passes,Successful passes,Forward passes,50/50 Ground challenges won,50/50 air challenges won,Tackles made won,Tackles received won,Successful dribble,Dribble conceeded won,Successful passes towards final thirds,Corners,Chances,Short passes (0-17m),Successful short passes (0-17m),Medium passes (17-34m),Successful medium passes (17-34m),Long passes (34+ m),Successful long passes (34+ m),Backward passes,Successful backward passes,Sideward passes,Successful sideward passes,Shots inside box,Shots outside box,Own goals,Goals on penalty,Penalties,Shots conceded,50/50 challenges,50/50 challenges won,Crosses,Throw-in,Successful crosses,Successful crosses in game,Successful crosses on restart of play,Assists,Goals on set play,Free kicks,Shots from head,Shots from right foot,Shots from left foot,Shots from foot,Shots not on restart of play,Shots on restart of play,Balls played in one touch,Goals on open play,Goals on open play on possession based attacks,Goals on open play on quick attacks,Goals on open play not on attack,Goals from inside box,Goals from outside box,Goals with head,Goals with foot,Goals with other part of body,Goals with right foot,Goals with left foot,Penalty kicks,Match played,Starter,Entire match played,Time played in real (min),Clearances,Fouls made in first third part,Fouls received in first third part,Fouls made in second third part,Fouls received in second third part,Assist to goal,2nd assist to goal,Blocks,Assist to shot,2nd assist to shot
Pellè Graziano,Southampton,Centre forward,2014/11/08,15:00:17.000000,Southampton v Leicester City,H,W,2,0,0,0,0,34,3,0,0,4,0,5,3,2,1,0,0,0,13,2,0,2,1,25,17,5,3,2,1,0,0,0,2,0,0,20,13,3,2,2,2,3,2,17,12,4,0,0,0,0,0,8,5,0,0,0,0,0,1,0,0,1,2,1,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,3,0,0,0,2,1,0,0,1,0
Bertrand Ryan,Southampton,Wide defender left,2014/11/08,15:00:17.000000,Southampton v Leicester City,H,W,2,0,0,0,0,98,24,7,0,2,1,5,4,1,1,0,0,13,15,10,0,0,1,82,69,35,1,3,1,1,0,0,7,0,0,49,42,28,24,5,3,14,14,33,31,0,2,0,0,0,0,9,4,7,14,1,1,0,0,0,3,0,0,2,2,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,8,0,0,0,0,0,1,0,1,3
Wanyama Victor,Southampton,Central midfielder,2014/11/08,15:00:17.000000,Southampton v Leicester City,H,W,2,0,0,0,0,69,9,1,0,1,0,5,3,2,0,2,0,16,8,8,0,3,0,60,59,10,3,1,2,0,2,0,7,0,0,36,35,23,23,1,1,14,14,36,36,0,1,0,0,0,0,8,4,1,0,0,0,0,1,0,1,0,1,0,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,11,0,0,0,3,1,0,0,1,0
Alderweireld Toby,Southampton,Central defender left,2014/11/08,15:00:17.000000,Southampton v Leicester City,H,W,2,0,0,1,0,48,10,0,0,1,0,1,3,0,0,0,0,11,3,2,2,0,0,44,42,12,0,3,0,0,0,0,1,0,0,14,14,18,17,12,11,2,2,30,30,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,6,2,0,0,0,0,0,0,0,0
Reed Harrison,Southampton,Central midfielder,2014/11/08,15:00:17.000000,Southampton v Leicester City,H,W,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1316,1,0,0,0,0,0,0,0,0,0
Mane Sadio,Southampton,Centre forward left,2014/11/08,15:00:17.000000,Southampton v Leicester City,H,W,2,0,0,0,0,42,7,4,0,1,0,4,2,1,0,0,2,7,13,3,1,3,2,33,25,8,2,1,1,0,0,0,3,0,0,28,22,4,3,1,0,9,9,16,9,1,0,0,0,0,0,6,3,4,0,1,1,0,0,0,0,0,1,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,69.7347,2,0,0,0,3,0,0,0,1,3
Cambiasso Esteban,Leicester City,Central midfielder left,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,44,7,0,0,1,0,3,1,0,1,2,1,15,11,5,0,1,0,41,32,13,1,1,0,1,2,0,3,0,0,29,24,9,6,3,2,9,9,19,16,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,1,1,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,6,0,0,0,1,0,0,0,0,0
Wasilewski Marcin,Leicester City,Central defender right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,1,0,23,7,0,0,0,0,8,1,1,0,0,0,8,7,5,1,0,0,20,14,11,4,0,1,0,0,0,2,0,0,7,5,8,5,5,4,4,4,5,3,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,12,1,0,0,0,0,0,0,1,0
Schmeichel Kasper,Leicester City,Goalkeeper,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,35,14,0,0,0,0,0,0,0,0,0,0,8,17,6,0,0,0,32,15,30,0,0,0,0,0,0,2,0,0,1,1,3,3,28,11,0,0,2,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,5,0,0,0,0,0,0,0,0,0
King Andy,Leicester City,Central midfielder right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,29,4,0,0,1,0,4,2,0,2,1,0,3,11,1,0,1,0,22,18,6,0,1,0,0,1,0,0,0,0,17,16,2,2,3,0,7,7,9,7,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,77.82827,6,0,0,0,1,0,0,0,0,0
James Matthew,Leicester City,Wide midfielder right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,39,12,1,5,0,0,1,1,2,0,0,0,8,5,3,0,1,0,31,27,16,0,1,1,0,0,0,2,4,0,24,22,6,5,1,0,2,2,13,13,0,0,0,0,0,0,2,1,6,0,2,0,2,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,3,0,0,0,1,0,0,0,1,0
Drinkwater Daniel,Leicester City,Wide midfielder left,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,57,10,3,0,0,0,1,4,2,3,0,2,7,16,4,1,1,0,52,40,19,1,2,2,0,0,0,1,0,0,39,31,10,9,3,0,13,13,20,17,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,5,0,1,1,0,0,0,0,1,0
Morgan Wesley,Leicester City,Central defender left,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,25,4,1,0,1,0,4,4,0,1,1,0,12,13,3,1,0,0,19,13,10,2,3,0,0,1,0,1,0,0,9,6,7,6,3,1,2,2,7,7,1,0,0,0,0,0,8,5,1,0,0,0,0,0,0,2,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,12,0,0,1,0,0,0,0,0,0
de Laet Ritchie,Leicester City,Wide defender right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,24,6,1,1,0,0,1,0,0,1,1,0,4,7,6,1,1,0,19,14,10,1,0,0,0,0,0,3,0,0,16,14,2,0,1,0,2,2,7,6,0,0,0,0,0,0,1,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55.66217,4,0,0,1,1,0,0,0,0,0
Wood Chris,Leicester City,Centre forward left,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,8,0,0,0,1,0,1,1,0,0,0,0,0,5,0,1,1,0,5,3,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,3,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.3658,1,0,0,1,0,0,0,0,0,0
Ulloa,Leicester City,Centre forward right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,29,4,0,0,0,0,11,3,0,2,0,1,8,9,4,3,1,1,20,19,5,7,1,0,0,0,0,3,0,0,16,15,3,3,1,1,7,7,8,8,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,72.71187,6,0,1,3,0,0,0,0,0,0
Schlupp Jeffrey,Leicester City,Wide defender left,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,60,16,3,0,0,0,3,3,0,1,0,0,16,16,7,0,0,0,51,40,24,3,2,0,0,0,0,1,0,0,35,31,13,8,3,1,9,8,18,16,0,0,0,0,0,0,6,5,3,10,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,11,0,0,0,0,0,0,0,0,0
Moore Liam,Leicester City,Wide defender right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,1,0,16,5,0,0,0,0,0,1,0,0,0,0,6,2,3,1,0,0,13,13,5,0,1,0,0,0,0,3,0,0,4,4,9,9,0,0,3,3,5,5,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.4155,3,0,0,1,0,0,0,0,0,1
Vardy Jamie,Leicester City,Centre forward left,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,19,0,2,0,0,0,5,5,0,0,0,0,3,12,2,3,3,1,11,3,3,4,3,0,0,0,0,0,0,0,9,3,1,0,1,0,0,0,8,3,0,0,0,0,0,0,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.07767,5,0,0,2,1,0,0,0,1,1
Powell Nick,Leicester City,Central midfielder right,2014/11/08,15:00:17.000000,Southampton v Leicester City,A,L,2,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,8,6,1,0,0,0,0,0,0,0,0,0,6,5,1,1,1,0,1,1,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.2494,0,0,0,0,0,0,0,0,0,0
Jones David,Burnley,Central midfielder left,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,0,0,45,7,0,0,0,0,0,0,0,0,0,1,13,9,4,2,0,0,43,36,12,0,0,0,0,0,0,2,1,0,30,26,11,10,2,0,4,4,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,4,0,0,2,0,0,0,0,1,1
Shackell Jason,Burnley,Central defender left,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,1,0,37,8,0,0,0,0,0,2,1,0,0,0,9,4,4,2,3,0,33,29,10,0,2,1,0,0,0,3,0,0,7,6,21,20,4,3,2,2,20,19,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,9,1,0,1,3,0,0,0,1,0
Marney Dean,Burnley,Central midfielder right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,1,0,49,7,1,0,0,0,0,5,2,1,0,0,8,8,5,3,1,0,46,38,11,0,1,0,1,0,0,3,0,0,26,24,16,13,4,1,5,5,29,26,0,0,0,0,0,0,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,4,0,1,3,0,0,0,0,0,0
Jutkiewicz Lukasz,Burnley,Centre forward right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,1,0,8,0,0,0,1,1,2,1,0,0,0,0,1,6,0,2,1,0,4,1,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,3,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.52615,0,0,0,1,1,0,0,0,0,0
Arfield Scott,Burnley,Wide midfielder right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,0,0,28,4,0,0,1,0,2,3,0,2,0,0,4,9,3,2,0,0,19,16,6,1,0,0,1,0,0,2,0,0,16,13,2,2,1,1,2,2,11,10,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55.41567,2,0,0,1,0,0,0,0,1,0
Kightly Michael,Burnley,Wide midfielder right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,0,0,16,5,2,0,0,0,0,1,1,0,1,0,5,8,1,0,1,0,9,6,7,0,1,1,0,0,0,1,0,0,6,4,2,2,1,0,0,0,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.52,3,0,0,0,1,0,0,0,1,0
Ward Stephen,Burnley,Wide defender left,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,1,0,49,11,4,0,0,0,1,2,2,1,0,2,10,13,8,1,1,0,40,32,17,0,0,0,1,0,0,4,0,0,24,22,8,6,8,4,11,11,12,10,0,0,0,0,0,0,3,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,5,0,1,1,0,0,0,0,2,0
Duff Michael,Burnley,Central defender right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,1,0,32,6,0,0,0,0,0,10,0,0,0,0,15,18,8,2,3,0,20,11,14,0,5,0,0,0,0,1,0,0,5,5,9,6,6,0,1,1,5,4,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,23,0,1,2,2,0,0,0,0,0
Trippier Kieran,Burnley,Wide defender right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,0,0,76,11,6,2,0,0,3,3,2,2,0,1,14,26,14,0,1,0,57,39,26,2,0,0,2,0,0,7,2,0,30,24,22,14,5,1,12,11,19,17,0,0,0,0,0,0,6,2,8,16,1,1,0,1,0,2,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,10,0,1,0,0,1,0,0,2,1
Barnes Ashley,Burnley,Centre forward right,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,1,0,0,23,2,0,0,2,1,3,15,0,0,0,0,2,11,3,1,1,0,17,12,3,1,3,0,0,0,0,2,0,1,15,10,2,2,0,0,8,5,6,5,1,1,0,0,0,0,18,4,0,0,0,0,0,0,0,0,1,0,1,1,2,0,13,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,75.40952,6,0,0,1,0,0,0,0,1,1
Boyd George,Burnley,Wide midfielder left,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,0,0,33,3,2,4,3,0,2,5,2,6,2,0,10,7,0,0,1,1,19,18,3,1,1,1,4,0,0,0,4,0,16,15,3,3,0,0,6,6,10,9,1,2,0,0,0,0,7,2,6,1,3,1,2,0,0,0,0,1,2,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,3,0,0,0,1,0,0,0,0,2
Ings Danny,Burnley,Centre forward left,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,1,0,36,5,0,0,7,1,4,3,1,3,2,0,3,12,0,2,1,1,25,21,6,3,0,0,2,1,0,0,0,0,23,21,2,0,0,0,6,6,13,10,4,3,0,0,0,0,7,3,0,0,0,0,0,0,0,1,0,5,2,7,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,1,0,0,0,1,0,1,0,2,2
Heaton Tom,Burnley,Goalkeeper,2014/11/08,15:00:31.000000,Burnley v Hull City,H,W,1,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,0,7,13,9,0,0,0,31,15,27,0,0,0,0,0,0,1,0,0,1,1,7,7,23,7,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,2,0,0,0,0,0,0,0,0,0
Harper Steve,Hull City,Goalkeeper,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,38,12,0,0,0,0,0,0,0,0,0,0,9,19,6,0,0,0,34,17,29,0,0,0,0,0,0,3,0,0,4,3,4,4,26,10,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,6,0,0,0,0,0,0,0,0,0
Ben Arfa Hatem,Hull City,Wide midfielder right,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,20,3,0,0,0,0,0,0,2,0,1,0,1,2,1,1,0,0,18,17,3,0,0,2,0,0,0,1,0,0,13,12,5,5,0,0,4,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.62373,0,0,0,0,0,0,0,0,1,1
Davies Curtis,Hull City,Sweeper,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,32,7,0,0,1,0,0,10,0,0,0,0,11,8,2,1,0,0,25,23,8,0,10,0,0,0,0,2,0,0,12,11,11,11,2,1,2,2,15,14,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,16,0,0,1,0,0,0,0,1,0
Diamé Mohamed,Hull City,Central midfielder left,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,41,5,0,0,3,0,2,4,3,3,1,0,4,11,8,0,3,0,31,26,10,1,2,0,3,1,0,6,0,0,22,19,4,4,5,3,6,6,15,15,1,2,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,1,1,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,6,0,1,0,2,0,0,0,0,2
Huddlestone Tom,Hull City,Central midfielder,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,32,5,0,1,0,0,2,3,0,0,0,1,7,8,4,0,0,0,31,24,8,1,3,0,0,0,0,2,1,0,19,15,8,8,4,1,9,9,14,10,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,51.57755,2,0,0,0,0,0,0,0,1,0
Quinn Stephen,Hull City,Central midfielder,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,28,4,4,0,0,0,0,2,1,0,0,0,3,5,2,2,2,0,20,17,5,0,1,0,0,0,0,1,0,0,15,13,4,3,1,1,2,2,13,11,0,0,0,0,0,0,2,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.50487,1,0,0,2,2,0,0,0,0,0
McShane Paul,Hull City,Central defender left,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,47,2,0,0,1,0,2,9,3,0,0,1,19,14,1,1,0,0,36,30,5,1,7,1,0,0,0,0,0,0,16,13,17,17,3,0,4,4,27,24,1,0,0,0,0,0,11,8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,21,1,0,0,0,0,0,0,1,0
Livermore Jake,Hull City,Central midfielder right,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,1,0,58,13,1,0,1,0,3,3,0,0,0,0,7,7,6,1,0,0,55,47,20,0,1,0,0,0,0,6,0,0,35,29,17,15,3,3,6,6,29,28,0,1,0,0,0,0,6,1,1,2,1,1,0,0,0,2,0,1,0,1,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,7,0,0,1,0,0,0,0,2,1
Chester James,Hull City,Central defender right,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,1,0,19,7,0,0,0,0,1,1,0,0,0,2,7,5,3,1,0,0,16,13,10,1,0,0,0,0,0,1,0,0,11,11,3,2,2,0,0,0,6,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,59.31193,3,0,0,1,0,0,0,0,0,1
Brady Robert,Hull City,Wide midfielder left,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,1,0,73,12,3,0,0,0,1,9,2,2,0,1,13,24,6,1,1,0,63,43,24,0,7,1,0,0,0,2,0,0,40,32,16,8,7,3,9,9,30,22,0,0,0,0,0,0,10,7,3,13,1,1,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,13,0,0,0,1,0,0,0,1,1
Hernández Abel,Hull City,Centre forward left,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,1,0,28,3,0,0,5,1,1,8,1,1,0,0,4,11,1,7,2,1,19,15,4,1,4,0,1,0,0,1,0,0,15,13,3,2,1,0,7,6,8,6,3,2,0,0,0,0,9,5,0,0,0,0,0,0,0,0,2,1,2,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,3,0,0,5,2,0,0,0,0,1
Ramírez Gastón,Hull City,Centre forward left,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,32,8,0,0,0,0,0,0,0,1,0,0,7,8,6,0,2,0,27,21,13,0,0,0,1,0,0,3,0,0,22,18,5,3,0,0,3,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.35812,1,0,0,0,2,0,0,0,1,0
Aluko Sone,Hull City,Centre forward right,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,17,0,0,0,1,0,2,0,0,1,2,0,1,7,0,2,3,1,10,7,0,1,0,0,1,1,0,0,0,0,6,4,4,3,0,0,6,4,4,3,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,51.4308,1,0,0,1,2,0,0,0,0,1
El Mohamady Ahmed,Hull City,Wide midfielder right,2014/11/08,15:00:31.000000,Burnley v Hull City,A,L,1,0,0,0,0,69,6,7,0,0,0,3,1,3,3,0,0,13,16,3,0,3,0,55,48,11,2,1,0,2,0,0,1,0,0,37,35,14,12,4,1,13,13,31,29,0,0,0,0,0,0,4,3,7,12,3,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,95.93567,5,0,2,0,1,0,0,0,2,1
Carrick Michael,Manchester United,Central midfielder,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,0,0,116,24,0,0,2,0,3,4,2,2,0,0,15,10,12,1,0,0,111,102,32,1,3,0,2,0,0,8,0,0,61,56,47,45,3,1,7,7,72,71,0,2,0,0,0,0,7,4,0,1,0,0,0,0,0,0,0,1,1,2,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.51067,7,0,0,0,0,0,0,0,0,0
van Persie Robin,Manchester United,Centre forward,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,0,0,34,1,1,0,3,1,0,1,1,3,1,0,2,6,3,1,2,0,23,21,2,0,0,0,3,1,0,3,0,0,18,16,5,5,0,0,6,5,15,15,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.51067,2,0,0,0,1,0,0,0,2,1
Fletcher Darren,Manchester United,Central midfielder,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.143967,0,0,0,0,0,0,0,0,0,0
Rooney Wayne,Manchester United,Central midfielder left,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,0,0,96,6,0,5,4,0,1,2,0,3,0,0,5,12,13,1,3,0,83,76,12,0,0,0,1,0,0,10,4,0,57,53,19,18,7,5,14,14,57,56,1,3,0,0,0,0,3,0,5,0,3,0,3,0,0,4,0,3,1,4,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.51067,1,1,2,0,1,0,0,0,7,2
Valencia Luis Antonio,Manchester United,Wide defender right,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,1,0,88,25,1,0,0,0,1,3,5,2,1,1,21,8,4,2,2,0,82,77,29,1,2,1,1,1,0,3,0,0,58,55,22,21,2,1,13,12,40,40,0,0,0,0,0,0,4,3,1,8,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.51067,6,0,1,1,0,0,0,0,1,1
Fellaini Marouane,Manchester United,Central midfielder right,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,0,0,89,14,0,0,3,1,4,10,2,2,0,0,16,16,13,1,0,0,76,71,17,2,6,1,0,0,0,11,0,0,48,47,24,21,4,3,18,17,41,40,2,1,0,0,0,0,14,8,0,0,0,0,0,0,0,0,2,0,1,1,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.51067,10,0,0,1,0,0,0,0,0,6
de Gea David,Manchester United,Goalkeeper,2014/11/08,15:00:53.000000,Manchester United v Crystal Palace,H,W,1,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,25,21,8,0,0,0,0,0,0,0,0,0,3,3,12,12,10,6,0,0,17,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94.51067,3,0,0,0,0,0,0,0,0,0
